dialogue_group_id,npc_id,context_type,condition_group,line_order,speaker_id,content_key,next_group_id
dialogue_baizhi_favor_4,npc_baizhi,favor,npc_baizhi_favor_4,1,npc_baizhi,dialogue_baizhi_favor_4_001,
dialogue_baizhi_favor_5,npc_baizhi,favor,npc_baizhi_favor_5,1,npc_baizhi,dialogue_baizhi_favor_5_001,
dialogue_lu_default,npc_lu_sanxiao,default,always_true,1,npc_lu_sanxiao,dialogue_lu_default_001,
dialogue_lu_default,npc_lu_sanxiao,default,always_true,2,npc_lu_sanxiao,dialogue_lu_default_002,
dialogue_lu_favor_2,npc_lu_sanxiao,favor,npc_lu_sanxiao_favor_2,1,npc_lu_sanxiao,dialogue_lu_favor_2_001,
dialogue_lu_favor_4,npc_lu_sanxiao,favor,npc_lu_sanxiao_favor_4,1,npc_lu_sanxiao,dialogue_lu_favor_4_001,
dialogue_hu_default,npc_hu_sihai,default,always_true,1,npc_hu_sihai,dialogue_hu_default_001,
dialogue_hu_default,npc_hu_sihai,default,always_true,2,npc_hu_sihai,dialogue_hu_default_002,
dialogue_hu_favor_3,npc_hu_sihai,favor,npc_hu_sihai_favor_3,1,npc_hu_sihai,dialogue_hu_favor_3_001,
dialogue_hu_favor_5,npc_hu_sihai,favor,npc_hu_sihai_favor_5,1,npc_hu_sihai,dialogue_hu_favor_5_001,
dialogue_atan_default,npc_atan,default,always_true,1,npc_atan,dialogue_atan_default_001,
dialogue_atan_default,npc_atan,default,always_true,2,npc_atan,dialogue_atan_default_002,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,1,npc_system,dialogue_main_0301_001,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,2,npc_atan,dialogue_main_0301_002,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,3,player,dialogue_main_0301_003,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,4,npc_atan,dialogue_main_0301_004,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,5,spirit_group,dialogue_main_0301_005,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,6,player,dialogue_main_0301_006,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,7,npc_atan,dialogue_main_0301_007,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,8,player,dialogue_main_0301_008,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,9,npc_atan,dialogue_main_0301_009,
dialogue_main_0301_spirit_manor,npc_atan,quest,chapter_3_entry_ready,10,npc_system,dialogue_main_0301_010,
dialogue_main_0303_spirit_overview,npc_atan,quest,quest_main_0301_active,1,npc_atan,dialogue_main_0303_001,
dialogue_main_0303_spirit_overview,npc_atan,quest,quest_main_0301_active,2,player,dialogue_main_0303_002,
dialogue_main_0303_spirit_overview,npc_atan,quest,quest_main_0301_active,3,npc_atan,dialogue_main_0303_003,
dialogue_main_0303_spirit_overview,npc_atan,quest,quest_main_0301_active,4,npc_system,dialogue_main_0303_004,
dialogue_main_0302_faction_order,npc_hu_sihai,quest,chapter_3_trade_started,1,npc_hu_sihai,dialogue_main_0302_001,
dialogue_main_0302_faction_order,npc_hu_sihai,quest,chapter_3_trade_started,2,player,dialogue_main_0302_002,
dialogue_main_0302_faction_order,npc_hu_sihai,quest,chapter_3_trade_started,3,npc_hu_sihai,dialogue_main_0302_003,
dialogue_main_0302_faction_order,npc_hu_sihai,quest,chapter_3_trade_started,4,npc_atan,dialogue_main_0302_004,
dialogue_main_0302_faction_order,npc_hu_sihai,quest,chapter_3_trade_started,5,npc_hu_sihai,dialogue_main_0302_005,
dialogue_main_0302_faction_order,npc_hu_sihai,quest,chapter_3_trade_started,6,player,dialogue_main_0302_006,
dialogue_main_0302_faction_order,npc_hu_sihai,quest,chapter_3_trade_started,7,npc_hu_sihai,dialogue_main_0302_007,
dialogue_main_0302_faction_order,npc_hu_sihai,quest,chapter_3_trade_started,8,npc_system,dialogue_main_0302_008,
dialogue_main_0306_fire_ruin,npc_hu_sihai,quest,fire_ruin_unlocked,1,npc_system,dialogue_main_0306_001,
dialogue_main_0306_fire_ruin,npc_hu_sihai,quest,fire_ruin_unlocked,2,npc_hu_sihai,dialogue_main_0306_002,
dialogue_main_0306_fire_ruin,npc_hu_sihai,quest,fire_ruin_unlocked,3,player,dialogue_main_0306_003,
dialogue_main_0306_fire_ruin,npc_hu_sihai,quest,fire_ruin_unlocked,4,npc_hu_sihai,dialogue_main_0306_004,
dialogue_main_0306_fire_ruin,npc_hu_sihai,quest,fire_ruin_unlocked,5,npc_system,dialogue_main_0306_005,
dialogue_main_0307_fire_ruin_finish,npc_shen_gudeng,quest,fire_ruin_boss_defeated,1,player,dialogue_main_0307_001,
dialogue_main_0307_fire_ruin_finish,npc_shen_gudeng,quest,fire_ruin_boss_defeated,2,npc_shen_gudeng,dialogue_main_0307_002,
dialogue_main_0307_fire_ruin_finish,npc_shen_gudeng,quest,fire_ruin_boss_defeated,3,npc_hu_sihai,dialogue_main_0307_003,
dialogue_main_0307_fire_ruin_finish,npc_shen_gudeng,quest,fire_ruin_boss_defeated,4,player,dialogue_main_0307_004,
dialogue_main_0307_fire_ruin_finish,npc_shen_gudeng,quest,fire_ruin_boss_defeated,5,npc_shen_gudeng,dialogue_main_0307_005,
dialogue_main_0307_fire_ruin_finish,npc_shen_gudeng,quest,fire_ruin_boss_defeated,6,npc_hu_sihai,dialogue_main_0307_006,
dialogue_main_0307_fire_ruin_finish,npc_shen_gudeng,quest,fire_ruin_boss_defeated,7,player,dialogue_main_0307_007,
dialogue_main_0307_fire_ruin_finish,npc_shen_gudeng,quest,fire_ruin_boss_defeated,8,npc_shen_gudeng,dialogue_main_0307_008,
dialogue_main_0307_fire_ruin_finish,npc_shen_gudeng,quest,fire_ruin_boss_defeated,9,npc_system,dialogue_main_0307_009,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,1,npc_system,dialogue_main_0401_001,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,2,villager,dialogue_main_0401_002,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,3,npc_qinghe,dialogue_main_0401_003,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,4,npc_xubo,dialogue_main_0401_004,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,5,player,dialogue_main_0401_005,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,6,npc_xubo,dialogue_main_0401_006,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,7,npc_qinghe,dialogue_main_0401_007,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,8,npc_xubo,dialogue_main_0401_008,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,9,player,dialogue_main_0401_009,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,10,npc_xubo,dialogue_main_0401_010,
dialogue_main_0401_drought_start,npc_xubo,quest,world_state_drought,11,npc_system,dialogue_main_0401_011,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,1,player,dialogue_main_0402_001,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,2,npc_lu_sanxiao,dialogue_main_0402_002,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,3,player,dialogue_main_0402_003,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,4,npc_lu_sanxiao,dialogue_main_0402_004,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,5,player,dialogue_main_0402_005,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,6,npc_lu_sanxiao,dialogue_main_0402_006,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,7,npc_lu_sanxiao,dialogue_main_0402_007,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,8,player,dialogue_main_0402_008,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,9,npc_lu_sanxiao,dialogue_main_0402_009,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,10,npc_lu_sanxiao,dialogue_main_0402_010,
dialogue_main_0402_lu_truth,npc_lu_sanxiao,quest,drought_relief_order_delivered,11,npc_system,dialogue_main_0402_011,
dialogue_atan_favor_4,npc_atan,favor,npc_atan_favor_4,1,npc_atan,dialogue_atan_favor_4_001,
dialogue_atan_favor_5,npc_atan,favor,npc_atan_favor_5,1,npc_atan,dialogue_atan_favor_5_001,
dialogue_qinghe_default,npc_qinghe,default,always_true,1,npc_qinghe,dialogue_qinghe_default_001,
dialogue_qinghe_default,npc_qinghe,default,always_true,2,npc_qinghe,dialogue_qinghe_default_002,
dialogue_qinghe_favor_1,npc_qinghe,favor,always_true,1,npc_qinghe,dialogue_qinghe_favor_1_001,
dialogue_qinghe_quest_0205,npc_qinghe,quest,always_true,1,npc_qinghe,dialogue_qinghe_quest_0205_001,
dialogue_qinghe_favor_2,npc_qinghe,favor,npc_qinghe_favor_2,1,npc_qinghe,dialogue_qinghe_favor_2_001,
dialogue_qinghe_favor_3,npc_qinghe,favor,npc_qinghe_favor_3,1,npc_qinghe,dialogue_qinghe_favor_3_001,
dialogue_qinghe_favor_4,npc_qinghe,favor,npc_qinghe_favor_4,1,npc_qinghe,dialogue_qinghe_favor_4_001,
dialogue_qinghe_favor_5,npc_qinghe,favor,npc_qinghe_favor_5,1,npc_qinghe,dialogue_qinghe_favor_5_001,
dialogue_qinghe_lotus_basin_return,npc_qinghe,trade,qinghe_lotus_basin_trade_return,1,npc_qinghe,dialogue_qinghe_lotus_basin_return_001,
dialogue_qinghe_lotus_basin_return,npc_qinghe,trade,qinghe_lotus_basin_trade_return,2,player,dialogue_qinghe_lotus_basin_return_002,
dialogue_qinghe_lotus_basin_return,npc_qinghe,trade,qinghe_lotus_basin_trade_return,3,npc_qinghe,dialogue_qinghe_lotus_basin_return_003,
dialogue_shen_default,npc_shen_gudeng,default,always_true,1,npc_shen_gudeng,dialogue_shen_default_001,
dialogue_shen_default,npc_shen_gudeng,default,always_true,2,npc_shen_gudeng,dialogue_shen_default_002,
dialogue_shen_favor_4,npc_shen_gudeng,favor,npc_shen_gudeng_favor_4,1,npc_shen_gudeng,dialogue_shen_favor_4_001,
dialogue_shen_favor_5,npc_shen_gudeng,favor,npc_shen_gudeng_favor_5,1,npc_shen_gudeng,dialogue_shen_favor_5_001,
dialogue_main_0104_jingzhe,npc_system,term,current_term_jingzhe,1,player,dialogue_main_0104_001,
dialogue_main_0104_jingzhe,npc_system,term,current_term_jingzhe,2,npc_xubo,dialogue_main_0104_005,
dialogue_main_0104_jingzhe,npc_system,term,current_term_jingzhe,3,npc_system,dialogue_main_0104_012,
dialogue_main_0105_bridge,npc_xubo,quest,quest_main_0103_ready_submit,1,npc_xubo,dialogue_main_0105_006,
dialogue_main_0105_bridge,npc_xubo,quest,quest_main_0103_ready_submit,2,npc_zhang_tieshan,dialogue_main_0105_009,
dialogue_main_0105_bridge,npc_xubo,quest,quest_main_0103_ready_submit,3,npc_xubo,dialogue_main_0105_012,
dialogue_shop_opening,npc_xubo,quest,quest_main_0201_active,1,npc_xubo,dialogue_shop_opening_001,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,1,npc_xubo,dialogue_main_0403_001,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,2,npc_zhang_tieshan,dialogue_main_0403_002,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,3,npc_baizhi,dialogue_main_0403_003,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,4,npc_lu_sanxiao,dialogue_main_0403_004,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,5,npc_hu_sihai,dialogue_main_0403_005,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,6,npc_atan,dialogue_main_0403_006,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,7,npc_qinghe,dialogue_main_0403_007,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,8,npc_shen_gudeng,dialogue_main_0403_008,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,9,player,dialogue_main_0403_009,
dialogue_main_0403_final_support,npc_system,quest,quest_main_0403_active,10,npc_xubo,dialogue_main_0403_010,
dialogue_final_array,npc_lu_sanxiao,quest,quest_main_0402_active,1,npc_lu_sanxiao,dialogue_final_array_001,
dialogue_final_banquet,npc_system,festival,quest_main_0403_complete,1,npc_system,dialogue_final_banquet_001,
dialogue_cohab_baizhi_daily,npc_baizhi,favor,npc_baizhi_favor_5,1,npc_baizhi,dialogue_cohab_baizhi_daily_001,
dialogue_cohab_baizhi_weekly,npc_baizhi,favor,npc_baizhi_favor_5,1,npc_baizhi,dialogue_cohab_baizhi_weekly_001,
dialogue_cohab_baizhi_weekly,npc_baizhi,favor,npc_baizhi_favor_5,2,player,dialogue_cohab_baizhi_weekly_002,
dialogue_cohab_baizhi_festival,npc_baizhi,favor,npc_baizhi_favor_5,1,npc_baizhi,dialogue_cohab_baizhi_festival_001,
dialogue_cohab_hu_daily,npc_hu_sihai,favor,npc_hu_sihai_favor_5,1,npc_hu_sihai,dialogue_cohab_hu_daily_001,
dialogue_cohab_hu_weekly,npc_hu_sihai,favor,npc_hu_sihai_favor_5,1,npc_hu_sihai,dialogue_cohab_hu_weekly_001,
dialogue_cohab_hu_weekly,npc_hu_sihai,favor,npc_hu_sihai_favor_5,2,player,dialogue_cohab_hu_weekly_002,
dialogue_cohab_hu_festival,npc_hu_sihai,favor,npc_hu_sihai_favor_5,1,npc_hu_sihai,dialogue_cohab_hu_festival_001,
dialogue_cohab_atan_daily,npc_atan,favor,npc_atan_favor_5,1,npc_atan,dialogue_cohab_atan_daily_001,
dialogue_cohab_atan_weekly,npc_atan,favor,npc_atan_favor_5,1,npc_atan,dialogue_cohab_atan_weekly_001,
dialogue_cohab_atan_weekly,npc_atan,favor,npc_atan_favor_5,2,player,dialogue_cohab_atan_weekly_002,
dialogue_cohab_atan_festival,npc_atan,favor,npc_atan_favor_5,1,npc_atan,dialogue_cohab_atan_festival_001,
dialogue_cohab_qinghe_daily,npc_qinghe,favor,npc_qinghe_favor_5,1,npc_qinghe,dialogue_cohab_qinghe_daily_001,
dialogue_cohab_qinghe_weekly,npc_qinghe,favor,npc_qinghe_favor_5,1,npc_qinghe,dialogue_cohab_qinghe_weekly_001,
dialogue_cohab_qinghe_weekly,npc_qinghe,favor,npc_qinghe_favor_5,2,player,dialogue_cohab_qinghe_weekly_002,
dialogue_cohab_qinghe_festival,npc_qinghe,favor,npc_qinghe_favor_5,1,npc_qinghe,dialogue_cohab_qinghe_festival_001,
dialogue_cohab_shen_daily,npc_shen_gudeng,favor,npc_shen_gudeng_favor_5,1,npc_shen_gudeng,dialogue_cohab_shen_daily_001,
dialogue_cohab_shen_weekly,npc_shen_gudeng,favor,npc_shen_gudeng_favor_5,1,npc_shen_gudeng,dialogue_cohab_shen_weekly_001,
dialogue_cohab_shen_weekly,npc_shen_gudeng,favor,npc_shen_gudeng_favor_5,2,player,dialogue_cohab_shen_weekly_002,
dialogue_cohab_shen_festival,npc_shen_gudeng,favor,npc_shen_gudeng_favor_5,1,npc_shen_gudeng,dialogue_cohab_shen_festival_001,
dialogue_leizhu_bond_final,npc_system,quest,always_true,1,player,dialogue_leizhu_bond_final_001,
dialogue_leizhu_bond_final,npc_system,quest,always_true,2,spirit_leizhu_03,dialogue_leizhu_bond_final_002,
dialogue_leizhu_bond_final,npc_system,quest,always_true,3,player,dialogue_leizhu_bond_final_003,
dialogue_leizhu_bond_final,npc_system,quest,always_true,4,spirit_leizhu_03,dialogue_leizhu_bond_final_004,
dialogue_leizhu_evolution,npc_system,quest,always_true,1,player,dialogue_leizhu_evolution_001,
dialogue_leizhu_evolution,npc_system,quest,always_true,2,spirit_leizhu_02,dialogue_leizhu_evolution_002,
dialogue_leizhu_evolution,npc_system,quest,always_true,3,player,dialogue_leizhu_evolution_003,
dialogue_leizhu_evolution,npc_system,quest,always_true,4,spirit_leizhu_02,dialogue_leizhu_evolution_004,
dialogue_hualing_evolution,npc_system,quest,always_true,1,player,dialogue_hualing_evolution_001,
dialogue_hualing_evolution,npc_system,quest,always_true,2,spirit_hualing_02,dialogue_hualing_evolution_002,
dialogue_hualing_evolution,npc_system,quest,always_true,3,player,dialogue_hualing_evolution_003,
dialogue_hualing_evolution,npc_system,quest,always_true,4,spirit_hualing_02,dialogue_hualing_evolution_004,
dialogue_hualing_bond_final,npc_system,quest,always_true,1,player,dialogue_hualing_bond_final_001,
dialogue_hualing_bond_final,npc_system,quest,always_true,2,spirit_hualing_03,dialogue_hualing_bond_final_002,
dialogue_hualing_bond_final,npc_system,quest,always_true,3,player,dialogue_hualing_bond_final_003,
dialogue_hualing_bond_final,npc_system,quest,always_true,4,spirit_hualing_03,dialogue_hualing_bond_final_004,
dialogue_shuqi_first_meet,npc_system,quest,always_true,1,player,dialogue_shuqi_first_meet_001,
dialogue_shuqi_first_meet,npc_system,quest,always_true,2,spirit_shuqi_01,dialogue_shuqi_first_meet_002,
dialogue_shuqi_first_meet,npc_system,quest,always_true,3,player,dialogue_shuqi_first_meet_003,
dialogue_shuqi_first_meet,npc_system,quest,always_true,4,spirit_shuqi_01,dialogue_shuqi_first_meet_004,
dialogue_shuqi_evolution,npc_system,quest,always_true,1,player,dialogue_shuqi_evolution_001,
dialogue_shuqi_evolution,npc_system,quest,always_true,2,spirit_shuqi_02,dialogue_shuqi_evolution_002,
dialogue_shuqi_evolution,npc_system,quest,always_true,3,player,dialogue_shuqi_evolution_003,
dialogue_shuqi_evolution,npc_system,quest,always_true,4,spirit_shuqi_02,dialogue_shuqi_evolution_004,
dialogue_shuqi_bond_final,npc_system,quest,always_true,1,player,dialogue_shuqi_bond_final_001,
dialogue_shuqi_bond_final,npc_system,quest,always_true,2,spirit_shuqi_03,dialogue_shuqi_bond_final_002,
dialogue_shuqi_bond_final,npc_system,quest,always_true,3,player,dialogue_shuqi_bond_final_003,
dialogue_shuqi_bond_final,npc_system,quest,always_true,4,spirit_shuqi_03,dialogue_shuqi_bond_final_004,
dialogue_yuelian_first_meet,npc_system,quest,always_true,1,player,dialogue_yuelian_first_meet_001,
dialogue_yuelian_first_meet,npc_system,quest,always_true,2,spirit_yuelian_01,dialogue_yuelian_first_meet_002,
dialogue_yuelian_first_meet,npc_system,quest,always_true,3,player,dialogue_yuelian_first_meet_003,
dialogue_yuelian_first_meet,npc_system,quest,always_true,4,spirit_yuelian_01,dialogue_yuelian_first_meet_004,
dialogue_yuelian_evolution,npc_system,quest,always_true,1,player,dialogue_yuelian_evolution_001,
dialogue_yuelian_evolution,npc_system,quest,always_true,2,spirit_yuelian_02,dialogue_yuelian_evolution_002,
dialogue_yuelian_evolution,npc_system,quest,always_true,3,player,dialogue_yuelian_evolution_003,
dialogue_yuelian_evolution,npc_system,quest,always_true,4,spirit_yuelian_02,dialogue_yuelian_evolution_004,
dialogue_yuelian_bond_final,npc_system,quest,always_true,1,player,dialogue_yuelian_bond_final_001,
dialogue_yuelian_bond_final,npc_system,quest,always_true,2,spirit_yuelian_03,dialogue_yuelian_bond_final_002,
dialogue_yuelian_bond_final,npc_system,quest,always_true,3,player,dialogue_yuelian_bond_final_003,
dialogue_yuelian_bond_final,npc_system,quest,always_true,4,spirit_yuelian_03,dialogue_yuelian_bond_final_004,
dialogue_dengying_evolution,npc_system,quest,always_true,1,player,dialogue_dengying_evolution_001,
dialogue_dengying_evolution,npc_system,quest,always_true,2,spirit_dengying_02,dialogue_dengying_evolution_002,
dialogue_dengying_evolution,npc_system,quest,always_true,3,player,dialogue_dengying_evolution_003,
dialogue_dengying_evolution,npc_system,quest,always_true,4,spirit_dengying_02,dialogue_dengying_evolution_004,
dialogue_dengying_bond_final,npc_system,quest,always_true,1,player,dialogue_dengying_bond_final_001,
dialogue_dengying_bond_final,npc_system,quest,always_true,2,spirit_dengying_03,dialogue_dengying_bond_final_002,
dialogue_dengying_bond_final,npc_system,quest,always_true,3,player,dialogue_dengying_bond_final_003,
dialogue_dengying_bond_final,npc_system,quest,always_true,4,spirit_dengying_03,dialogue_dengying_bond_final_004,
dialogue_fengmi_evolution,npc_system,quest,always_true,1,player,dialogue_fengmi_evolution_001,
dialogue_fengmi_evolution,npc_system,quest,always_true,2,spirit_fengmi_02,dialogue_fengmi_evolution_002,
dialogue_fengmi_evolution,npc_system,quest,always_true,3,player,dialogue_fengmi_evolution_003,
dialogue_fengmi_evolution,npc_system,quest,always_true,4,spirit_fengmi_02,dialogue_fengmi_evolution_004,
dialogue_fengmi_bond_final,npc_system,quest,always_true,1,player,dialogue_fengmi_bond_final_001,
dialogue_fengmi_bond_final,npc_system,quest,always_true,2,spirit_fengmi_03,dialogue_fengmi_bond_final_002,
dialogue_fengmi_bond_final,npc_system,quest,always_true,3,player,dialogue_fengmi_bond_final_003,
dialogue_fengmi_bond_final,npc_system,quest,always_true,4,spirit_fengmi_03,dialogue_fengmi_bond_final_004,
